"870718","1987-07-18","1987-07-19","","ガラン沢","","","",""
"870802","1987-08-02","1987-08-05","","中の川〜ソエマツ岳〜北東面直登沢〜神威岳","","","",""
"870919","1987-09-19","1987-09-21","","湯檜曽川本谷","","","",""
"870927","1987-09-27","1987-09-27","","天城山","","","",""
"880417","1988-04-17","1988-04-17","","天祖山","","","",""
"880428","1988-04-28","1988-05-01","","妙高山スキー：焼山〜昼闇山","","","",""
"880604","1988-06-04","1988-06-04","","巳ノ戸谷","","","",""
"880917","1988-09-17","1988-09-18","","北岳","","","",""
"881231","1988-12-31","1989-01-02","","下部温泉から身延山・毛無山","","","",""
"890429","1989-04-29","1989-05-04","","妙高山スキー：焼山北面","","","",""
"890603","1989-06-03","1989-06-04","","武尊山","","","",""
"890723","1989-07-23","1989-07-23","","滝郷沢","","","",""
"890729","1989-07-29","1989-08-02","","コタキ川〜知床岳","","","",""
"890804","1989-08-04","1989-08-04","","斜里岳","","","",""
"891002","1989-10-02","1989-10-02","","粟ヶ岳","","","",""
"900624","1990-06-24","1990-06-24","","荒島岳","","","",""
"900818","1990-08-18","1990-08-18","","ヒツゴー沢","","","",""
"900825","1990-08-25","1990-08-27","","余別川〜余別岳（敗退）","","","",""
"901118","1990-11-18","1990-11-18","","秩父御岳山","","","",""
"901124","1990-11-24","1990-11-24","","熊倉山","","","",""
"910721","1991-07-21","1991-07-21","","大朝日岳","","","",""
"920729","1992-07-29","1992-07-29","","祖母山","","","",""
"920905","1992-09-05","1992-09-06","","鳳凰三山","","","",""
"920927","1992-09-27","1992-09-27","","白山（両白山地）","","","",""
"921011","1992-10-11","1992-10-11","","日留賀岳","","","",""
"950506","1995-05-06","1995-05-06","","鍋割山","","","",""
"950617","1995-06-17","1995-06-18","","キュウハ沢","","","",""
"950803","1995-08-03","1995-08-03","","雄鉾岳","","","",""
"950819","1995-08-19","1995-08-20","","蝶ヶ岳〜常念岳","","","",""
"950826","1995-08-26","1995-08-27","","小雲取谷","","","",""
"951022","1995-10-22","1995-10-22","","西ゼン","","","",""
"951104","1995-11-04","1995-11-05","","大無間山","","","",""
"960115","1996-01-15","1996-01-15","","吾妻山〜鳴神山","","","",""
"960128","1996-01-28","1996-01-28","","仙人ヶ岳","","","",""
"960204","1996-02-04","1996-02-04","","残馬山","","","",""
"960310","1996-03-10","1996-03-10","","三境山〜根本山","","","",""
"960316","1996-03-16","1996-03-16","","熊鷹山〜地蔵岳","","","",""
"960414","1996-04-14","1996-04-14","","備前楯山","","","",""
"960428","1996-04-28","1996-04-28","","半月山","","","",""
"960506","1996-05-06","1996-05-06","","座間峠〜鳴神山","","","",""
"960518","1996-05-18","1996-05-18","","富士山スキー","","","",""
"960706","1996-07-06","1996-07-06","","庚申山","","","",""
"960713","1996-07-13","1996-07-14","","袈裟丸山","","","",""
"960727","1996-07-27","1996-07-27","","伯耆大山","","","",""
"960818","1996-08-18","1996-08-19","","爺ヶ岳〜鹿島槍ヶ岳","","","",""
"960824","1996-08-24","1996-08-24","","蓼科山","","","",""
"960906","1996-09-06","1996-09-07","","笛吹川ヌク沢","","","",""
"960920","1996-09-20","1996-09-20","","LaDôle（スイス）","","","",""
"961117","1996-11-17","1996-11-17","","茅ヶ岳","","","",""
"961231","1996-12-31","1997-01-02","","いわき湯本温泉から二ッ箭山","","","",""
"970210","1997-02-10","1997-02-10","","栗生山","","","",""
"970412","1997-04-12","1997-04-12","","石裂山","","","",""
"970823","1997-08-23","1997-08-24","","餓鬼岳","","","",""
"971213","1997-12-13","1997-12-13","","社山","","","",""
"980102","1998-01-02","1998-01-02","","角田山","正月を弥彦・観音寺温泉で過ごし、灯台コースから登頂。","","",""
"980516","1998-05-16","1998-05-16","","富士山山スキー","久須志岳の下から吉田大沢の標高2800m付近まで滑る。","","",""
"980531","1998-05-31","1998-05-31","","黒檜山（赤城）","水沼温泉から利平茶屋を経て黒檜山山頂まで往復ラン。","","",""
"980621","1998-06-21","1998-06-21","","庚申山","お山巡りコースを歩き、コウシンソウを見る。","","",""
"980801","1998-08-01","1998-08-04","","栂海新道","親不知から白馬岳を目指すも、豪雨のため、途中の朝日岳から北又小屋に下山。","","",""
"980919","1998-09-19","1998-09-19","","谷川岳","紅葉を目当てに天神平から往復。","","",""
"981103","1998-11-03","1998-11-03","","根本山〜熊鷹山","根本沢から登る。山頂付近は紅葉が見事。","","",""
"990522","1999-05-22","1999-05-22","","富士山山スキー","頂上から吉田大沢へ標高差1000mを滑降。","","",""
"991204","1999-12-04","1999-12-04","","長者ヶ岳","田貫湖から往復のハイキング。山頂からの展望はガスの中。","","",""
"010101","2001-01-01","2001-01-02","","真富士山・浜石山","真富士山は歩く距離は短いが、安倍川流域の山の例にもれず急峻だ。南アや富士山の眺めが良い","","",""
"020505","2002-05-05","2002-05-05","","袈裟丸山","弓の手コースからアカヤシオをめでつつ、前袈裟往復。","","",""
